SMILES,animalic&ambery,sweety&gourmand,floral,fruity&vegetable,pungent&disagreetable,green&herbal,nutty,woody&mossy,resinous&balsamic,cooked,odorless,spice
O=C(O)C[C@H](O)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0,0,0,0,0,0,0,0,0,0,1,0
CCCCSSS,0,0,0,1,1,0,0,0,0,0,0,
CCC(C)(C)c1ccc(CCO)cc1,0,0,1,0,1,1,0,1,0,0,0,0
C=CCC(C)C(=O)OCC,0,,0,1,,,0,0,0,0,0,
CCCCCC(=O)CCCCC,,,0,,,0,0,,0,0,0,0
CCCCCCCCCCCCO,,,,,,,,,0,0,0,0
COc1cc(C(=O)OCCC(C)C)ccc1O,1,0,1,0,0,0,0,0,1,0,0,0
CC(C)c1ccc(C#N)cc1,1,0,0,,,1,0,0,0,0,0,1
CC(C)=CCCC(C)C1(O)CC=C(C)CC1,0,1,,,,,0,0,0,0,0,0
CCCCCCCCC/C=C/C=O,,,0,,,,0,,0,0,0,
CCCCCC1OC(C)C(C)O1,,1,0,0,0,1,0,0,0,0,0,0
C=CCc1ccc(O)cc1,0,0,0,,,,,,,0,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CC(=O)CC(C)(C)C12CCC(C)O2,0,,1,0,0,1,0,0,0,0,0,0
FC(F)(F)C(Cl)=C(Cl)Cl,0,1,0,1,0,0,0,0,0,0,0,0
CC1CC=CCCCCCCCCC(=O)C1,1,0,0,0,0,,0,1,1,0,0,1
CCCCCCCC=C1CCCC1=O,0,0,1,,0,0,0,0,0,0,0,1
SCc1ccco1,,1,0,,,,,,,,0,0
C/C=C/c1ccc(OCC)c(O)c1,0,,,,1,,,,0,,0,
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0,0,0,0,0,0,0,0,0,0,1,0
CN(C)C.Cl,0,0,0,0,0,0,0,0,0,0,1,0
CCCC/C=C\CCCC=O,,0,0,1,0,1,0,0,0,0,0,0
CC(=O)OCC(C)C1CC=C(C)CC1,0,0,0,,0,,0,0,0,0,0,
Cc1ccc2cc(C)ccc2c1,0,0,0,0,0,1,0,0,0,0,0,0
CC(C)(C=O)COCc1ccccc1,0,0,1,0,1,1,0,1,,0,0,1
O=C(Oc1ccccc1)c1ccccc1,0,0,,,,,0,0,,0,0,0
CC(CCO)c1ccccc1,0,0,1,0,0,0,0,0,1,0,0,0
CCCCCC(C=O)=Cc1ccc(OC)cc1,0,,1,0,0,,0,0,0,0,0,0
CCOC(CS)OCC,,0,0,0,0,0,0,0,0,,0,0
C=CCCC#N,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)/C=C/C(=O)CC(C)C,,0,1,,,1,0,0,,0,0,1
C/C=C/C(=O)OCCCCCC,0,,0,1,,,,1,0,,0,
CCCCCCC=CCC(=O)OCC,0,0,0,1,0,1,0,0,0,0,0,0
CCCCCC[C@H]1O[C@@H]1/C=C/C=O,0,0,0,0,,0,0,0,0,0,0,0
CC1=CC[C@@H](C(C)C)C=C1,0,0,0,0,0,,0,0,0,0,0,1
C/C=C(\C)C(=O)OCC,0,1,,,,0,0,0,0,,0,0
Cc1ccc(OC(=O)c2ccccc2N)cc1,0,1,1,1,0,,0,0,0,0,0,0
Cc1ccc(CC(C)C=O)cc1,,1,1,1,,1,,,1,0,0,0
CC1C(=O)C=C2C(C)(C)CC=CC21C,0,0,0,,0,0,0,0,0,0,0,0
CCCCCCCCOC(=O)C(C)CC,,0,0,,,1,0,,0,0,0,0
CC(=O)O[C@H]1CCC[C@@H](C(C)(C)C)C1,0,0,1,0,1,1,0,1,0,0,0,0
CC(=O)Oc1cc(C)ccc1C(C)C,0,0,0,0,0,1,0,1,1,0,0,1
CC1C(C)(C)c2ccccc2C1(C)C,1,0,1,0,0,0,0,1,0,0,0,0
OC1CCC2CCCCC2C1,0,0,,0,,1,0,,0,0,0,
CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0,0,0,,1,0,0,,,0,0,0
C=CCOC(=O)/C=C/C(=O)[O-],0,0,0,1,1,0,0,,0,0,0,0
CC(=O)OCc1ccco1,0,,,,,0,0,0,0,0,0,
CCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,0,0,1,0,0,1,0,0,0,0,0,
CCOc1ccccc1OCC,0,1,0,0,0,,0,0,0,0,0,1
CCCCOC(=O)CCCC,0,,,,,,0,0,0,0,0,0
CC(=O)OC(C)CCC=C(C)C,0,0,,,0,,0,,0,0,0,0
CC(C)OC(=O)CC1CCCCC1,,,0,1,0,1,0,0,0,0,0,0
CC(C)SC(C)C,0,0,0,1,1,,0,0,0,,0,
CCCCCCCCCCOC(=O)CC,,,,,,0,0,,,,0,
COc1ccc(C(C)=O)cc1OC,0,,,0,0,0,,,,0,0,0
Nc1ccncc1,0,0,0,0,0,0,0,0,0,0,1,0
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0,0,0,0,0,0,0,0,0,1,0
Cc1cc(C)c(O)c(C(C)C)c1,0,0,0,0,0,1,0,1,0,0,0,1
O=C(O)/C=C/C(=O)O.[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCCCC/C=C\CCC(=O)O,,0,0,0,0,1,0,0,0,0,0,0
C=C1C2CC(C[C@H]1O)C2(C)C,0,0,0,0,0,0,0,0,1,0,0,0
CCCCCCCCCCCC1CCCC(=O)O1,,,0,0,0,0,0,0,0,,0,0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,0,0,0,0,0,0,0,0,0,0,1,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1O)C2,0,0,,0,0,,0,,,0,0,0
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,0,0,0,0,1,1,0,,0,0,0,
CCCC=C(CC)C(=O)CC,0,0,0,,0,1,0,0,0,0,0,1
CC(C)C(C=O)c1ccccc1,0,0,0,,0,1,0,0,0,0,0,0
COc1ccc(COC(=O)c2ccccc2)cc1,0,0,1,0,0,0,0,0,1,0,0,0
CC1OCC=C1SC1(S)CCOC1C,,0,0,0,0,0,0,0,0,1,0,0
O=C(O)c1ccc(O)cc1,0,0,0,0,,0,,0,0,0,,0
CNC(=O)Oc1cccc(C(C)C)c1,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)OCC1CCC(C)(C)C23CC4CC2C13C4(C)C,1,0,0,0,0,1,0,1,1,0,0,
CCOc1cc(COC)ccc1O,0,1,1,0,,0,0,1,1,,0,1
CCCCCC=CCCC(=O)O,0,0,0,,0,0,0,0,0,0,0,0
O.O=C1N=S(=O)([O-])c2ccccc21.[Na+],0,0,0,0,0,0,0,0,0,0,1,0
COc1cc(C2OC(C)C(C)O2)ccc1O,0,1,0,,0,1,0,0,1,1,0,0
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)OCCCCOC(C)=O,0,1,0,,,0,0,0,0,0,0,0
COC(=O)CCc1ccccc1,0,,1,,0,0,0,,,0,0,
CCCCCCCCCCCCCCCCS,,0,0,0,1,0,0,0,0,,0,0
CCOC(=O)CCCC(=O)OCC,0,0,,1,0,0,0,,0,0,0,0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,0,0,0,0,0,0,0,0,0,0,1,0
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C=O,0,,0,,,,0,0,0,0,0,0
CCCCCCCC(=O)OCCCc1ccccc1,0,0,0,,0,0,0,0,1,0,0,0
C1CCC(SSC2CCCCC2)CC1,,1,0,,1,,,0,0,,0,0
CC1=NCCS1,,0,0,,1,,1,,0,,0,0
CC(C)C(C)C(=O)c1ccccc1,0,0,1,0,0,1,0,1,0,0,0,0
CCCCOC(=O)C(=O)[O-],0,0,,1,0,0,0,,0,0,0,0
C=C1C=CC(C(C)C)CC1,0,0,0,,,,0,,,0,0,
CCCCC/C=C\C=C\C(=O)OCC,,,,1,0,,0,,0,0,0,0
O=C(C=Cc1ccccc1)OCc1ccccc1,0,0,1,0,0,0,0,0,1,0,0,0
C/C=C/C(=O)[C@@H](C)CC,,0,0,0,,0,1,0,0,0,0,0
CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1,,1,,,0,0,0,0,0,1,0,0
CC(C)c1ccc(/C=C/C=O)cc1,1,0,0,0,0,0,0,0,1,0,0,1
COC(=O)c1ccccc1N,0,,,,,,,,,,0,
CC(C)C(O)C(C)C,0,1,0,,0,0,0,0,0,0,0,0
O.[Mg+2].[Mg+2].[O-][Si]1([O-])O[Si]2(O1)O[Si]([O-])([O-])O2,0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)C(C)C(C)S,0,0,0,,0,0,0,0,0,0,0,0
CC(C)CC(C)(O)C1CCCS1,,0,0,1,1,1,0,0,0,0,0,0
CC1=CCC(=C(C)C)CC1,0,,0,,,,0,,,0,0,
CCCCC(=O)OCC(C)CC,,,0,1,0,0,0,0,0,0,0,0
[Cl-].[Li+],0,0,0,0,0,0,0,0,0,0,1,0
O=COc1ccc2ccccc2c1,0,0,0,,1,1,,0,0,0,0,
CCCCCN,0,0,0,0,,,0,0,0,0,,0
CC(C)(C)C1CCC2(CCC(=O)O2)CC1,,0,0,0,1,0,0,,0,0,0,0
CCC(=O)CC(C)(C)c1ccccc1,0,0,1,0,,,0,1,0,0,0,
COC(C)(C)C,0,,,,,1,0,,0,0,0,
CCOC(=O)C=Cc1ccccc1,0,1,0,1,0,0,0,0,1,0,0,
C=CCC(C=CCCCCC)OC(C)=O,,0,0,0,,1,0,,1,0,0,0
CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,0,,0,0,0,0,0,1,1,0,0,
CCCCCCCOCCCC,0,1,0,0,,1,0,0,0,,0,0
CC(C)COC(=O)C(C)c1ccccc1,0,1,1,,0,1,0,0,0,0,0,0
CCCC=CC(=O)OCC,0,1,0,1,0,1,0,,0,0,0,
CCCCC(=O)OCC(C)C,0,,0,,,0,0,0,0,0,,0
CC1OCC2(CC=CCC2C)CO1,0,0,1,0,0,1,0,0,0,0,0,
CCC1C(=O)OC2CCCCC21,0,,0,0,0,1,0,,0,0,0,0
CC(=O)c1ccc(C)cc1,0,,,,,,,,0,0,0,0
CCCCCCCOC(=O)CC(C)C,,0,0,,0,,0,,0,0,0,0
CCCCCCCCCCCC(=O)OCCC,0,,1,1,0,0,0,,0,,0,0
SC1CCCC1,,0,0,1,1,1,0,0,0,,0,1
CCOC(=O)c1ccccc1OCC,0,1,1,,0,1,0,0,0,0,0,0
CN1CCCN=C1/C=C/c1cccs1,0,0,0,0,0,0,0,0,0,0,1,0
CNC(=O)C(C)(C(C)C)C(C)C,0,0,0,0,0,1,0,0,0,0,0,
COC(=O)[C@@H]1CCC[C@H](C)C1,0,,1,1,0,1,0,0,0,0,0,0
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)CCCCCCCC(=O)OCC,,0,0,,0,0,0,0,0,0,0,0
CCCc1nc(C)c(C)o1,,0,0,0,1,,0,0,0,1,0,0
C/C=C(/C=O)CC,0,0,0,,1,0,0,0,0,0,0,0
C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,0,0,1,0,0,0,0,0,0,0,0,0
C/C=C(\C)C1CCC(C)(C)O1,0,,0,1,1,1,0,,0,0,0,
C/C=C/C=C/C=O,,,,,,,0,0,0,0,0,
CC(C)CCCC(C)CCCC(C)C=O,,0,1,1,1,0,0,0,0,0,0,0
O.O=BO[O-].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCC(C)(O)CC(C)C,0,0,0,,0,0,0,0,0,0,0,0
CC(=O)OC(C)C1CCCC(C)(C)C1,,0,1,,0,,0,0,0,0,0,0
CCCCCCC(C)(C)c1ccc([C@@H]2CCC[C@H](O)C2)c(O)c1,0,0,0,0,0,0,0,0,0,0,1,0
C=CCc1ccc(OC)cc1,0,,0,,,,0,,0,0,0,1
CC[C@H](C)CS,,0,0,0,1,0,0,0,0,,0,0
[Ta],0,0,0,0,0,0,0,0,0,0,1,0
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0,0,0,,,0,,,0,0,0,
CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCC(=O)C(=O)OC(=C(C)C)C(O)CO,0,1,0,0,0,0,0,0,0,,0,0
c1ccc2ccccc2c1,0,0,0,0,,,0,0,,0,0,
CCCCC(OCC)OCC,0,,0,1,,1,0,,0,,0,0
CC(=O)O[C@@H](C)c1ccccc1,0,1,0,1,0,1,0,0,0,,0,0
C=C(C)C(=O)OCCC(C)C,0,0,0,1,,0,0,0,0,0,0,0
CCCCCC1OC(=O)C(C)=C1C,0,,0,,0,1,0,0,0,0,0,0
CCCC/C=C\CCO,,0,0,1,,1,0,,0,0,0,
C/C=C/CCC1CCCC(=O)O1,,,1,,0,,,0,0,0,0,0
C=Cc1cc(OC)c(O)c(OC)c1,,0,0,0,1,0,0,,,0,0,
CC(CO)c1ccccc1,0,,1,0,,,0,0,,0,0,
CCC/C=C\CCC(=O)OCC,,0,0,1,0,1,0,0,0,0,0,0
CCCCCC(C#N)CCC,0,0,1,,0,0,0,0,0,0,0,0
CCCCCOC(=O)C(C)CC,0,,0,1,0,0,0,0,0,0,0,0
CCC#CC(C)C.O=C(O)O,,,1,0,0,1,0,0,0,0,0,0
CC(C)=CC1CC(C)CCO1,0,,1,,,,0,,0,0,0,
NNC(N)=S,0,0,0,0,0,0,0,0,0,0,1,0
O=COC/C=C/c1ccccc1,,,,,0,,0,0,1,0,0,
[As],0,0,0,0,0,0,0,0,0,0,1,0
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0,0,0,0,0,0,0,0,0,0,1,0
C/C=C\CCCCCCCC#N,0,0,1,,0,1,0,0,0,0,0,0
CC1=CCC(C(C)(C)OC(=O)c2ccccc2)CC1,0,,1,1,0,,0,1,1,0,0,0
CSCC(C)=O,0,0,0,,0,0,,0,0,0,0,0
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)OCCC(C)C,,,0,1,0,,0,0,0,0,0,0
CCOc1nccnc1C(C)C,0,0,0,,,,1,,0,1,0,0
CC(C)CSSCC(C)C,,0,0,1,1,1,0,0,0,1,0,0
CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],0,0,0,0,0,0,0,0,0,0,1,0
CC1=CCC(C(C)(C)O)CC1O,0,0,0,0,1,1,0,0,0,0,0,0
Cc1ccc(CC(=O)O)cc1,0,0,1,0,0,0,0,0,0,0,0,0
CCOCC=C(C)CCC=C(C)C,0,0,0,,,1,0,0,0,0,0,0
C[C@@H]1C[C@H]2CC(C)(C)CO[C@@H]2C[C@@H]1C,0,0,,1,0,1,0,,0,0,0,0
C=C1CC[C@@H]2C[C@H]1C2(C)C,0,1,0,0,0,1,0,1,1,0,0,0
C/C(=C/CC[C@]1(C)C2CC3C(C2)C31C)CO,0,1,0,0,0,0,0,0,0,0,0,0
C[C@@H]1CCC[C@]2(C)CCCC[C@@]12O,,0,0,0,1,0,0,1,0,0,0,0
O=C1CCCCCC=CC=CCCCCCC1,1,0,0,0,0,0,0,0,0,0,0,0
CCc1ccc(CC=O)cc1,0,,1,0,,1,0,,0,0,0,0
CC(=O)CCC(=O)OCCc1ccccc1,0,1,0,0,,1,0,0,0,,0,0
C/C=C/C(=O)C1=C(C)CCCC1(C)C,0,,,,,,0,,0,0,0,
C=C/C(C)=C\C/C=C(\C)COC(C)=O,0,,0,,0,,0,0,0,0,0,0
CCCCCCC/C=C/C(=O)OCCCC,,,,,0,,,0,0,0,0,
CC(=O)OC1CCCCC1,,,0,,,0,0,,0,0,,0
CCCCOC(=O)C(C)OC(=O)CCC,,,,,,,0,0,0,,0,0
C/C=C(\C)C(=O)OCCc1ccccc1,0,,1,,0,,0,0,,,0,0
CC(C)CCO[N+](=O)[O-],0,0,0,,1,0,0,0,0,0,0,0
CCCCC/C=C\CC1CCC(=O)O1,,1,0,,0,0,0,0,0,,0,0
c1ccc2c(c1)CC1COCOC21,1,0,1,0,,0,0,1,0,0,0,0
CCC(C=O)=Cc1ccccc1,0,0,0,0,0,,0,0,0,0,0,1
CC=CC(=O)OC(C)(C)Cc1ccccc1,0,0,0,,0,1,0,0,0,0,0,1
CCCCCCC(OC)OC,,,,1,,1,,0,0,0,0,0
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Co+3],0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)OC1CCCCC1,0,,,,0,,0,0,0,0,0,0
CCCCC(=O)OCCC(C)C,,,0,1,,1,0,0,0,0,0,0
CC(C)(C)C1CCCCC1=O,0,0,,0,1,1,0,1,0,0,0,
CCCCCCC1(C)OC1C(=O)OCC,0,0,0,1,0,0,0,0,0,0,0,0
CCOC(=O)C1OC1c1ccco1,0,1,0,,0,0,0,0,0,,0,0
C[C@@H]1CC[C@@H](C(C)(C)O)[C@H](O)C1,0,0,0,,0,1,0,1,0,0,0,
NS(=O)(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCC(S)S,0,0,0,0,1,0,0,0,0,,0,0
CC(C)CC(=O)OCC=Cc1ccccc1,0,,,,,,0,,,,0,
Cl.N[C@@H](CS)C(=O)O.O,0,0,0,0,0,0,0,0,0,0,1,0
CC/C=C\CCCOC(C)=O,0,0,1,,0,1,0,0,0,0,0,0
CCCCCC/C=C/C(C)=O,,,,,,,0,,0,,0,0
CC1=CCC2C(C)(C)CCCC2(C)C1CC=O,1,0,0,0,1,0,0,1,1,0,0,0
COC(=O)CC(=O)OC,0,0,0,,,,0,0,0,0,0,0
O=C(O)Cc1c[nH]c2ccccc12,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)SSSC(C)C,0,,0,,1,,0,0,0,0,0,
[V],0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)c1cccs1,0,0,0,0,1,0,,,0,0,0,0
CCOC(=O)COC,0,0,0,,0,0,0,0,0,0,0,0
CC1CCC2CC1SC2(C)C,,,0,1,1,,,,,,0,
CCOc1ccc2c(C)cc(=O)oc2c1,0,,0,0,0,0,,,0,0,0,0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@@H](C)O,0,0,0,0,0,1,0,0,0,0,0,
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,,,1,0,0,1,0,1,1,0,0,1
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,0,0,0,0,1,1,0,1,1,0,0,0
COC(=O)c1ccco1,0,1,,1,,,0,,0,,0,0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)COC(C)=O,0,1,0,,,0,,0,0,,0,0
CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CC1=C[C@H](O)[C@H]2C[C@@H]1C2(C)C,0,0,0,0,0,0,0,0,1,0,0,0
CCOC(=O)C(C)(C)C,0,,0,,0,0,0,,0,0,0,
CSSSC,,0,0,,,,0,,0,,0,
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,,0,0,0,0,,0,0,0,0,0,0
CCC/C=C(/C#N)c1ccccc1,0,,1,0,,1,0,0,0,0,0,0
O=C([O-])c1ccccc1.[Na+],0,0,0,0,0,0,0,0,0,0,1,0
C=C(C)COC(=O)C(C)C,0,1,0,1,,1,0,0,0,0,0,0
CC(=O)CCC1=C(C)CCCC1(C)C,,,,,,,,,,0,,0
C/C=C\C(=O)OCCCCC,0,0,1,1,1,1,0,0,0,0,0,1
CC(=O)c1ccccc1O,0,,,,,,,,,,0,
COc1ccccc1-c1ccccc1,0,0,1,,0,,0,0,0,0,0,0
CC(C)(O)Cc1ccccc1,,,,,0,1,0,,0,0,0,
COc1ccc(C)cc1OC,0,0,1,,1,0,,0,,0,0,
CC1C(S)CC2CC1C2(C)C,0,0,0,1,1,1,0,0,0,0,0,0
CSCCC(N)C(=O)NCC(=O)O,,0,0,0,1,0,0,0,0,1,0,0
Nc1cnn(-c2ccccc2)c(=O)c1Cl,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCC1OC1C=O,,0,0,1,0,0,0,0,0,0,0,0
CC(C)CC(=O)O.N,0,0,0,,1,0,0,0,0,0,0,0
CCOC(=O)CC,0,,,,,0,0,,0,,0,
CC(C)=CCCC(C)CC(=O)O,,,,,,,0,,,0,0,
[O-2].[O-2].[O-2].[Sb+3].[Sb+3],0,0,0,0,0,0,0,0,0,0,1,0
CCCC=CC(=O)OC,,,0,,,1,0,,0,0,0,0
CCC(=O)c1cc(OC)c(O)c(OC)c1,0,1,1,,0,0,0,0,1,0,0,0
CCCCCCCC(=O)OCCCC,0,,,,,,0,0,0,,,0
CC(=O)CCC(CCC(C)O)C(C)C,0,0,0,0,0,0,0,1,0,0,0,0
CC(C)(S)CCOC=O,,,0,,1,0,0,0,0,1,0,0
CCCCCCCOC(=O)C(C)C,,,,1,0,1,0,0,0,0,0,0
CC(=O)CCc1ccco1,0,1,0,,0,0,0,0,0,,0,1
C[C@H](O)[C@@H](C)S,,0,0,,1,1,0,0,0,1,0,1
CCCCC/C=C\C=O,,0,0,,0,1,1,1,0,0,0,0
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCOC(=O)c1ccc(O)cc1,0,0,0,,,,0,0,0,0,,0
CC/C=C/CO,0,0,0,1,,,0,,0,0,0,0
CC1(C)C2CC=C(C=O)C1C2,0,,0,,,1,,,0,,0,1
CC=CC=CC(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)CCC(C)=O,0,,,,,1,0,0,0,,0,
O=C1CCCCCCCCC/C=C\CCCO1,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCC(O)CC=O,0,0,0,0,0,1,1,0,0,0,0,0
CC(=O)OCC=C1C2CCC(C2)C1(C)C,0,0,1,0,0,0,0,1,1,0,0,0
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCO,,,,,0,,0,0,0,0,0,0
CCCCOC(=O)C(C)S,,0,0,1,1,0,0,0,0,1,0,0
CC(=O)C1=CCC(C)CC1,0,0,0,0,0,1,0,0,0,0,0,0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,0,0,0,0,0,0,0,0,0,0,1,0
CC1(C)C2CCC1(C)C(CC(=O)O)C2,0,0,0,0,0,0,0,0,0,0,1,0
CC1(C)C=C[C@@]23CCC[C@@](C)(CC[C@@H]12)C3,1,0,0,0,,0,0,1,1,0,0,1
CNC,0,0,0,0,1,0,0,0,0,0,0,0
C[N+](C)(C)CCOC(N)=O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCC(=O)CCO,0,1,0,1,0,1,1,0,0,0,0,0
F[Al-3](F)(F)(F)(F)F.[Na+].[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCOC(=O)CC(C)C,0,,0,1,0,,0,0,0,,0,0
CCOC(=O)c1ccc(O)cc1,0,0,0,0,,0,0,0,0,0,,0
CC1=CCCC2(C)C(OC=O)C(C)CCC12C,1,0,0,0,0,0,0,1,1,0,0,0
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,0,0,0,0,,0,0,0,0,0,0,1
C=C(C)CCOC(C)=O,0,,0,,0,,0,0,0,0,0,0
C=CCc1ccc(OCCCCCCC)c(OC)c1,1,0,0,,,0,0,0,,0,0,0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CCC2C(C1)C2(C)C,0,,0,,,,,,,0,,
CCC(C)C(=O)OC,,,,,,,0,0,0,0,0,0
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,0,0,0,,0,,0,1,,0,0,0
CC(C)COC(=O)Cc1ccccc1,,1,1,,,,0,,,,0,
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCC(CC)C(=O)OC,,0,1,,0,,0,,0,0,0,0
CCOC(C)=O,0,,,1,,,0,,0,,0,
CC1CCCC(=O)C1,0,0,0,,,1,,0,0,0,0,
Cl.Cl.N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
COC.Cc1cc(O)ccc1O,0,0,0,0,0,1,0,0,0,0,0,1
CCCCCCCC[C@H]1O[C@H]1CCCCCCCCCCCC(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCCC[C@@H](O)CC,0,0,1,,1,1,,0,0,0,0,
O=[Cd],0,0,0,0,0,0,0,0,0,0,1,0
CC1C(=O)Cc2ccccc2C1(C)C,1,0,0,0,1,,0,1,1,0,0,0
CC[C@@H](C)SS[C@@H](C)CC,,0,0,1,1,1,0,0,0,1,0,0
CC1=CC(=O)CC1C,0,1,0,0,1,0,0,0,0,,0,0
C=C(C)CC(C(C)=O)C(=O)OCC,0,0,1,,0,1,0,0,0,0,0,0
O=C([O-])C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)CO.[Cu+2],0,0,0,0,0,0,0,0,0,0,1,0
C/C=C/C(=O)OC1CC(C)CCC1C(C)C,0,0,0,0,0,1,0,0,0,0,0,
C1CC2C3CC(C2C1)C1(CCCO1)C3,0,,,1,0,,0,,0,0,0,
O=C1CCCCCCCCCCCC(=O)OCO1,1,1,1,0,1,0,0,1,1,0,0,1
CCCCCCOC(CCCCC)OCC,0,,0,1,0,1,0,,0,,0,0
CCCCCCCCOCc1ccccc1,0,0,1,,0,1,0,1,1,0,0,1
C[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.O=[N+]([O-])[O-],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCOC(=O)C(C)O,,,,,0,0,0,,0,,0,0
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,0,0,0,0,0,0,0,0,0,0,1,0
